wine_id,wine_name,wine_name_eng,wine_sort,wine_capacity,wine_alc,wine_dangdo,wine_sando,wine_tannin,wine_food,wine_image,wine_region_id
724,레정드 알 보르도 블랑,Les Legendes R Bordeaux Blanc,2,750,13.0,1,3,1,4,../../media/images/wine/03047.png,1
725,레정드 알 보르도 루즈,Les Legendes R Bordeaux Rouge,1,750,14.0,1,3,3,1,../../media/images/wine/03048.png,1
726,"루이 발롱, 펫낫 3","Louis Vallon, Pet Nat Rose",3,750,13.0,1,3,2,2,../../media/images/wine/03049.png,1
727,"루이발롱, 펫낫 블랑","Louis Vallon, Pet Nat Blanc",4,750,13.0,1,3,1,2,../../media/images/wine/03050.png,1
728,"도멘 드 라 모르도레, VDF 라 헨느 드 라 모르도레 블랑","Domaine de la Mordorée, VDF La Reine de La Mordoree Blanc",2,750,12.5,1,3,1,3,../../media/images/wine/03051.png,1
729,"도멘 드 라 모르도레, 라 헨느 드 라 모르도레 루즈 뱅 나뚜랄 SSA","Domaine de la Mordorée, VDF La Reine de La Mordoree Rouge Vin Natural SSA",1,750,16.0,1,3,3,1,../../media/images/wine/03052.png,1
730,"도멘 드 라 모르도레, 꼬뜨 뒤 론 루즈","Domaine de la Mordorée, Cote du Rhone Rouge",1,750,14.5,1,3,3,1,../../media/images/wine/03053.png,1
731,"도멘 드 라 모르도레, 따벨 라 담 후스 3","Domaine de la Mordorée, Tavel La Dame Rousse Rose",3,750,15.0,1,3,2,2,../../media/images/wine/03054.png,1
732,"도멘 드 라 모르도레, 리락 라 담 후스","Domaine de la Mordorée, Lirac La Dame Rousse",1,750,15.5,1,3,3,1,../../media/images/wine/03055.png,1
733,"도멘 드 라 모르도레, 리락 레 헨느 데 부아 블랑","Domaine de la Mordorée, Lirac La Reine Des Bois Blanc",2,750,14.0,1,3,1,4,../../media/images/wine/03056.png,1
734,"뵈브 암발, 샤르망 샤를 블랑 드 블랑","Veuve Ambal, Charmant Charles Blanc de Blancs",4,750,12.0,1,4,1,2,../../media/images/wine/03057.png,1
735,"꺄브 드 베블렌하임, 크레망 달자스","Cave de Beblenheim, Crémant d'Alsace",4,750,13.0,1,4,1,2,../../media/images/wine/03058.png,1
736,"도멘 부르소, 샹볼 뮈지니 '레 퓨에' 비에이 비뉴","Domaine Boursot, Chambolle Musigny 'Les Fuees'",1,750,13.5,1,3,2,1,../../media/images/wine/03059.png,1
737,"도멘 부르소, 샹볼 뮈지니 '레 샤틀로트'","Domaine Boursot, Chambolle Musigny 'Les Chatelots'",1,750,14.0,1,3,2,1,../../media/images/wine/03060.png,1
738,"도멘 부르소, 샹볼 뮈지니 '레 라브로뜨'","Domaine Boursot, Chambolle Musigny 'Les Lavrottes'",1,750,14.0,1,3,2,1,../../media/images/wine/03061.png,1
739,"도멘 부르소, 샹볼 뮈지니 '레 나주와르'","Domaine Boursot, Chambolle Musigny 'Les Nazoires'",1,750,14.0,1,4,2,1,../../media/images/wine/03062.png,1
740,보마레 1,Beau Marais Red,1,750,14.0,1,3,4,1,../../media/images/wine/03063.png,1
741,보마레 2,Beau Marais White,2,750,13.0,1,3,1,4,../../media/images/wine/03064.png,1
742,"꺄브 드 베블렌하임, 리슬링","Cave de Beblenheim, Riesling",2,750,12.0,1,4,1,3,../../media/images/wine/03065.png,1
743,"까브 드 베블렌하임, 게뷔르츠트라미너","Cave de Beblenheim, Gewurztraminer",2,750,14.0,1,3,1,3,../../media/images/wine/03066.png,1
744,"꺄브 드 베블렌하임, 크레망 달자스 브륏","Cave de Beblenheim, Cremant d'Alsace Brut",4,750,13.0,1,3,1,5,../../media/images/wine/03067.png,1
745,"미셸 조아네, 부르고뉴 오뜨 꼬뜨 드 뉘 블랑","Michel Joannet, Bourgogne Hautes Cote de Nuits Blanc",2,750,14.0,1,4,1,4,../../media/images/wine/03068.png,1
746,"미셸 조아네, 빼르낭 베르즐레스 루즈","Michel Joannet, Pernand Vergelesse Rouge",1,750,14.0,1,4,3,1,../../media/images/wine/03069.png,1
747,"미셸 조아네, 본 로마네","Michel Joannet, Vosne-Romanee",1,750,14.0,1,4,3,1,../../media/images/wine/03070.png,1
748,"도멘 자플랭, 부르고뉴 꼬뜨 도르","Domaine Jafflin, Bourgogne Cote d'Or",1,750,14.5,1,4,2,1,../../media/images/wine/03071.png,1
749,"도멘 베뜰르모, 풀리니 몽라셰 '레 르브롱'","Domaine Berthelemot, Puligny Montrachet 'Les Levrons'",2,750,13.5,1,4,1,4,../../media/images/wine/03072.png,1
750,"도멘 베뜰르모, 꼬르똥 샤를마뉴 그랑 크뤼","Domaine Berthelemot, Corton-Charlemagne Grand Cru",2,750,13.5,1,4,1,3,../../media/images/wine/03073.png,1
751,"도멘 오디프1, 부르고뉴 피노누아","Domaine Audiffred, Bourgogne Pinot Noir",1,750,14.5,1,4,1,1,../../media/images/wine/03074.png,1
752,"도멘 오디프1, 포마르 '엉 마로'","Domaine Audiffred, Pommard 'En Mareau'",1,750,14.5,1,5,4,1,../../media/images/wine/03075.png,1
753,"도멘 오디프1, 본 로마네","Domaine Audiffred, Vosne-Romanee",1,750,15.0,1,4,3,1,../../media/images/wine/03076.png,1
754,"도멘 오디프1, 본 로마네 '오 샴 페르드리'","Domaine Audiffred, Vosne-Romanee 'Aux Champ Perdrix'",1,750,14.5,1,5,3,1,../../media/images/wine/03077.png,1
755,"파스칼 졸리베, 아띠튀드 3","Pascal Jolivet, Attitude Rose",3,750,13.0,1,4,1,2,../../media/images/wine/03078.png,1
756,"알렉산드린, 카바농 시라","Les Alexandrins, Cabanon Syrah",1,750,14.0,1,3,3,1,../../media/images/wine/03079.png,1
757,"알렉산드린, 카바농 비오니에","Les Alexandrins, Cabanon Viognier",2,750,13.0,1,2,1,5,../../media/images/wine/03080.png,1
758,샤토 르핌플렛,Chateau Repimplet,1,750,15.0,1,3,4,1,../../media/images/wine/03081.png,1
759,샤토 레 아르두앵,Chateau Les Ardouins,1,750,15.0,1,4,4,1,../../media/images/wine/03082.png,1
760,샤토 데 트로스 물랭,Chateau Des Trois Moulins,1,750,15.0,1,3,4,1,../../media/images/wine/03083.png,1
761,로이 에슈너 소테른,Louis Eschenauer Sauternes,2,750,13.5,3,3,1,1,../../media/images/wine/03084.png,1
762,우우,Wuwu,2,750,8.5,3,3,1,1,../../media/images/wine/03085.png,1
763,"샴페인 꼴렛, 밀레짐 브뤼","Champagne Collet, Millesime Brut",4,750,12.5,1,4,1,5,../../media/images/wine/03086.png,1
764,"샤토 오 릴루와, 보르도 슈페리어","Chateau Haut-Liloie, Bordeaux Superieur",1,750,14.0,1,4,4,1,../../media/images/wine/03087.png,1
765,"샤토 벨뷔, 라 벨 크르와","Chateau Belvue, La Belle Croix",1,750,13.5,1,3,4,1,../../media/images/wine/03088.png,1
766,"샴페인 꼴렛, 블랑 드 블랑 프리미에 크뤼","Champagne Collet, Blanc de Blanc 1er Cru",4,750,13.0,1,4,1,3,../../media/images/wine/03089.png,1
767,"샤또 드 리크비르, 그랑 크뤼 스포렌 게뷔르츠트라미너","Chateau de Riquewihr, Grands Crus Sporen Gewurztraminer",2,750,16.0,1,3,1,2,../../media/images/wine/03090.png,1
768,"샤또 드 리크비르, 그랑 크뤼 쇠넨부르그 리슬링",Chateau de Riquewihr. Schoenenbourg Riesling Grands Crus,2,750,14.0,1,3,1,3,../../media/images/wine/03091.png,1
769,"샤또 드 리크비르, 게뷔르츠트라미너 레 쏘시에르","Chateau de Riquewihr, Gewurtzraminer Les Sorcieres",2,750,14.0,1,3,1,3,../../media/images/wine/03092.png,1
770,"샤또 드 리크비르, 리슬링 레 뮈라이","Chateau de Riquewihr, Riesling Les Murailles",2,750,12.5,1,3,1,1,../../media/images/wine/03093.png,1
771,"메종 롱클라스, 샴페인 버나드 롱클라스,밀레짐 브뤼","Maison Lonclass, Champagne Bernard Lonclas Millesime Brut",4,750,13.0,1,3,1,4,../../media/images/wine/03094.png,1
772,"무똥 까데, 리저브 오메독","Mouton Cadet, Reserve Haut Medoc",1,750,13.5,1,2,4,1,../../media/images/wine/03095.png,1
773,"무똥까데, 비오 3","Mouton Cadet, Bio Rose",3,750,13.0,2,3,1,5,../../media/images/wine/03096.png,1
774,"무똥까데, 뱅 비오","Mouton Cadet, Vin Bio",1,750,15.0,1,2,3,1,../../media/images/wine/03097.png,1
775,"도멘 폴 마스, 카베르네 소비뇽","Domaines Paul Mas, Cabernet Sauvignon",1,750,15.0,1,3,4,1,../../media/images/wine/03098.png,1
776,"도멘 폴 마스, 세크레 아상블라쥬","Domaines Paul Mas, Secret d'Assemblage",2,750,12.5,1,3,1,5,../../media/images/wine/03099.png,1
777,"도멘 폴 마스, 리저브 랑그독 루즈 GSM","Domaines Paul Mas, Reserve Languedoc Rouge GSM",1,750,13.5,1,3,4,1,../../media/images/wine/03100.png,1
778,"도멘 폴 마스, 1892 블랑","Domaines Paul Mas, 1892 Blanc",2,750,13.0,1,3,1,4,../../media/images/wine/03101.png,1
779,"도멘 폴 마스, 1892 루즈","Domaines Paul Mas, 1892 Rouge",1,750,14.0,1,3,3,3,../../media/images/wine/03102.png,1
780,"도멘 폴 마스, 비녜 드 니콜 블랑","Domaines Paul Mas, Vignes de Nicole Blanc",2,750,14.0,1,3,1,5,../../media/images/wine/03103.png,1
781,"도멘 폴 마스, 비녜 드 니콜 루즈","Domaines Paul Mas, Vignes de Nicole Rouge",1,750,15.0,1,3,3,1,../../media/images/wine/03104.png,1
782,"샤를 미뇽, 뀌베 꼼뜨 드 마른 그랑 크뤼 브륏 빈티지","Charles Mignon, Cuvee Comte de Marne Grand Cru Brut Vintage",4,750,12.5,1,3,1,4,../../media/images/wine/03105.png,1
783,"샤를 미뇽, 뀌베 꼼뜨 드 마른 그랑 크뤼 브륏","Charles Mignon, Cuvee Comte de Marne Grand Cru Brut",4,750,12.5,1,3,1,4,../../media/images/wine/03106.png,1
784,"샤를 미뇽, 프리미엄 리저브 브륏","Charles Mignon, Premium Reserve Brut",4,750,12.5,1,4,1,3,../../media/images/wine/03107.png,1
785,"마리 드 모이, 프리미에 크뤼","Marie de Moy, Premier Cru",4,750,13.0,1,4,1,1,../../media/images/wine/03108.png,1
786,"샤를 미뇽, 프리미에 크뤼 브륏","Charles Mignon, Premium Cru Brut",4,750,12.5,1,4,1,1,../../media/images/wine/03109.png,1
787,"샤를 미뇽, 프리미엄 리저브 브뤼 3","Charles Mignon, Premium Reserve Brut Rose",4,750,13.0,1,4,1,3,../../media/images/wine/03110.png,1
788,"샴페인 부와젤, 3","Champagne Boizel, Rose",4,750,13.0,1,4,2,1,../../media/images/wine/03111.png,1
789,"도멘 두 몽트 에팡, 비레 클레씨","Domaine de Mont Epin, Vire-Clesse",2,750,14.5,1,4,1,4,../../media/images/wine/03112.png,1
790,"롤랜드 챔피언, 샴페인 '스페셜 클럽'","Roland Champion, Champagne Grand Cru 'Special Club'",4,750,13.0,1,4,1,3,../../media/images/wine/03113.png,1
791,"롤랜드 챔피언, 샴페인 '퀴베 다라미스'","Roland Champion, Champagne Cuvee d'Aramis",4,750,13.0,1,4,1,3,../../media/images/wine/03114.png,1
792,"샴페인 미쉘 고네, 블랑 드 블랑 그랑 크뤼 오턴티커","Michel Gonet & Fils, Blanc de Blancs Grand Cru Authentique",4,750,12.5,1,4,1,3,../../media/images/wine/03115.png,1
793,"샴페인 미쉘 고네, 블랑 드 블랑 그랑 크뤼 꿰르 드 메닐","Michel Gonet & Fils, Blanc de Blancs Grand Cru Coeur de Mesnil",4,750,13.0,1,4,1,4,../../media/images/wine/03116.png,1
794,"샴페인 미쉘 고네, 블랑 드 블랑 그랑 크뤼 르 메닐 쉬 오제","Michel Gonet & Fils, Blanc de Blancs Grand Cru Le Mesnil-sur-Oger",4,750,13.0,1,4,1,4,../../media/images/wine/03117.png,1
795,"샴페인 누빌, 꼬뜨 3","Champagne Le Brun de Neuville, Cote Rose",4,750,13.0,1,5,1,1,../../media/images/wine/03118.png,1
796,"도멘 베뜰르모, 풀리니 몽라셰 프리미에 크뤼 '레 폴라티에르'","Domaine Berthelemot, Puligny-Montrachet 1er Cru 'Les Folatieres'",2,750,14.5,1,3,1,3,../../media/images/wine/03119.png,1
797,"도멘 베뜰르모, 페르낭 베르즐레스 프리미에 크뤼 '수 프레티에'","Domaine Berthelemot, Pernand-Vergelesse 1er Cru 'Souts Fefretille'",2,750,14.0,1,3,1,3,../../media/images/wine/03120.png,1
798,"도멘 오디프1, 쥬브레 샹베르땅 '레 마르쉐'","Domaine Audiffred, Gevrey Chambertin 'Les Marchais'",1,750,15.0,1,3,2,1,../../media/images/wine/03121.png,1
799,"도멘 오디프1, 뉘 생 조르쥬 '레 자르지야'","Domaine Audiffred, Nuits Saint Georges 'Les Argillats'",1,750,15.0,1,3,1,2,../../media/images/wine/03122.png,1
800,"도멘 오디프1, 본 로마네 '레 샬랑당'","Domaine Audiffred, Vosne-Romanee 'Les Chalandins'",1,750,15.0,1,3,2,2,../../media/images/wine/03123.png,1
801,"도멘 오디프1, 알록스 꼬르통 프르미에 크뤼 '레 발로지에르'","Domaine Audiffred, Aloxe-Corton 1er Cru 'Les Valozieres'",1,750,15.0,1,2,2,3,../../media/images/wine/03124.png,1
802,"도멘 오디프1, 꼬뜨 드 뉘 빌라쥬 '르 끌로 드 마니'","Domaine Audiffred, Cote de Nuits Village 'Le Clos De Magny'",1,750,13.5,1,3,2,2,../../media/images/wine/03125.png,1
803,"샹파뉴 로랑 르카르, 에리티에르","Champagne Laurent Lequart, Heritiere",4,750,13.0,1,4,1,2,../../media/images/wine/03126.png,1
804,로쉐 마제 그르나슈,Roche Mazet Grenache,1,750,12.0,1,3,3,1,../../media/images/wine/03127.png,1
805,샤또 물랑 드 타파드 메독,Chateau Moulin de Taffard Medoc,1,750,13.5,2,2,4,2,../../media/images/wine/03128.png,1
806,라로쉬 레 3 그라페 블랑셰,Laroche Les 3 Grappes Blanches,2,750,12.5,2,4,1,5,../../media/images/wine/03129.png,1
807,"도멘 쁘띠장, 부르고뉴 샤르도네","Domaine Petitjean, Terre Blanche Bourgogne Chardonnay",2,750,14.0,1,3,1,2,../../media/images/wine/03130.png,1
808,"도멘 쁘띠장, 부르고뉴 피노누아","Domaine Petitjean, Les Boisseaux Bourgogne Pinot Noir",1,750,13.5,1,3,3,1,../../media/images/wine/03131.png,1
809,"앙시앙 땅, 리저브 까베르네 소비뇽","Anciens Temps, Reserve Cabernet Sauvignon",1,750,14.0,1,3,4,1,../../media/images/wine/03132.png,1
810,"앙시앙 땅, 리저브 피노누아","Anciens Temps, Reserve Pinot Noir",1,750,14.0,1,3,2,2,../../media/images/wine/03133.png,1
811,"폴 루이 마르땅, 그랑크뤼 엑스트라 브룻","Paul Louis Martin, Grand Cru Extra Brut",4,750,12.5,1,3,1,1,../../media/images/wine/03134.png,1
812,"폴 루이 마르땅, 블랑 드 누아","Paul Louis Martin, Blanc de Noirs",4,750,13.0,1,3,1,4,../../media/images/wine/03135.png,1
813,"폴 루이 마르땅, 브룻","Paul Louis Martin, Brut",4,750,12.5,1,3,1,2,../../media/images/wine/03136.png,1
814,"폴 루이 마르땅, 블랑 드 블랑","Paul Louis Martin, Blanc de Blancs",4,750,13.0,1,3,1,3,../../media/images/wine/03137.png,1
815,"파니에, 클래식 엑스트라 브륏","Pannier, Classic Extra Brut",4,750,12.5,1,4,1,4,../../media/images/wine/03138.png,1
816,"파니에, 클래식 브륏 3","Pannier, Classic Brut Rose",4,750,13.0,1,4,1,4,../../media/images/wine/03139.png,1
817,"파니에, 빈티지 블랑 드 블랑","Pannier, Vintage Blanc de Blanc",4,750,12.5,1,3,1,2,../../media/images/wine/03140.png,1
818,"파니에, 빈티지 브륏","Pannier, Vintage Brut",4,750,12.5,1,4,1,3,../../media/images/wine/03141.png,1
819,"파니에, 벨루아 브륏 블랑","Pannier, Velours Brut Blanc",4,750,13.0,1,4,1,2,../../media/images/wine/03142.png,1
820,"도멘 부르소, 쥬브레 샹베르땅","Domaine Boursot, Gevrey Chambertin",1,750,14.0,1,3,2,1,../../media/images/wine/03143.png,1
821,"도멘 부르소, 사비니 레 본","Domaine Boursot, Savigny-Les-Beaune",1,750,13.5,1,3,2,1,../../media/images/wine/03144.png,1
822,"도멘 부르소, 부르고뉴 샤르도네","Domaine Boursot, Bourgogne Chardonnay",2,750,13.0,1,3,1,3,../../media/images/wine/03145.png,1
823,"도멘 부르소, 볼네 레 그헝 쁘와소","Domaine Boursot, Volnay Les Grands Poisots",1,750,14.0,1,3,2,1,../../media/images/wine/03146.png,1
824,"도멘 부르소, 꼬뜨 드 뉘 빌라지 '레 허트레트'","Domaine Boursot, Cote de Nuits Villages 'Les Retraits'",1,750,14.0,1,3,2,1,../../media/images/wine/03147.png,1
825,"도멘 꼬바르, 알록스 꼬르통 비에이 비뉴","Domaine Cauvard, Aloxe Corton Vieilles vignes",1,750,13.5,1,3,2,3,../../media/images/wine/03148.png,1
826,"도멘 꼬바르, 뽀마흐 레 누아죵","Domaine Cauvard, Pommard Les Noizons",1,750,14.0,1,3,2,3,../../media/images/wine/03149.png,1
827,"도멘 꼬바르, 꼬뜨 드 본 블랑 레 몽 바투아 모노폴","Domaine Cauvard, Cote De Beaune Les Monts Battois Monopole",2,750,14.0,1,3,1,3,../../media/images/wine/03150.png,1
828,"락 엠 롤, 3 당주","Rock M Roll, Rose d'Anjou",3,750,11.0,2,3,2,2,../../media/images/wine/03151.png,1
829,"메종 카스텔, 세리 리미떼 지공다스","Maison Castel, Séries Limitées Gigondas Rouge",1,750,15.0,1,3,4,5,../../media/images/wine/03152.png,1
830,"메종 카스텔, 세리 리미떼 꽁드리유","Maison Castel, Séries Limitées Condrieu Blanc",2,750,14.5,1,3,1,1,../../media/images/wine/03153.png,1
831,"메종 카스텔, 뮈스카데 세브르 에 멘 쉬르 리","Maison Castel, Muscadet SMSL Blanc",2,750,12.5,3,3,1,5,../../media/images/wine/03154.png,1
832,"메종 카스텔, 랑그독 루즈","Maison Castel, Languedoc Rouge",1,750,14.0,1,3,3,1,../../media/images/wine/03155.png,1
833,"메종 카스텔, 쥐랑송 블랑","Maison Castel, Jurancon Blanc",2,750,13.0,1,3,1,3,../../media/images/wine/03156.png,1
834,"메종 카스텔, 꼬뜨 뒤 론 루즈","Maison Castel, Cotes du Rhone Rouge",1,750,14.5,1,3,3,1,../../media/images/wine/03157.png,1
835,"메종 카스텔, 꼬뜨 드 프로방스 3","Maison Castel, Cotes de Provence Rose",3,750,12.0,1,3,2,1,../../media/images/wine/03158.png,1
836,"메종 카스텔, 보르도 소비뇽 블랑","Maison Castel, Bordeaux Suavignon Blanc",2,750,12.5,1,3,1,5,../../media/images/wine/03159.png,1
837,"메종 카스텔, 그랑 리저브 피노 누아","Maison Castel, Grande Reserve Pinot Noir",1,750,14.0,1,3,2,1,../../media/images/wine/03160.png,1
838,"메종 카스텔, 그랑 리저브 카베르네 소비뇽","Maison Castel, Grande Reserve Cabernet Sauvignon",1,750,13.5,1,3,4,1,../../media/images/wine/03161.png,1
839,"비네롱 카탈랑스, 포시즌 샤도네이","Vignerons Catalans, Quatre Saisons Chardonnay",2,750,13.0,1,3,1,3,../../media/images/wine/03162.png,1
840,"비네롱 카탈랑스, 앙트르 꼬빵 블랑","Vignerons Catalans, Entre Copains Blanc",2,750,11.5,1,3,1,4,../../media/images/wine/03163.png,1
841,"비네롱 카탈랑스, 앙트르 꼬빵 루즈","Vignerons Catalans, Entre Copains Rouge",1,750,13.5,1,3,3,1,../../media/images/wine/03164.png,1
842,"비네롱 카탈랑스, 앙트르 꼬빵 3","Vignerons Catalans, Entre Copains Rose",3,750,13.0,1,3,2,3,../../media/images/wine/03165.png,1
843,샤또 드 비,Chateau de By,1,750,13.5,1,3,4,1,../../media/images/wine/03166.png,1
844,"도멘 드 라 슈페트, 풀리시 몽라쉐 프리미에 크뤼 '레 샤르모'","Domaine de la Choupette, Puligny Montrachet Premier Cru 'Les Chalumaux'",2,750,14.0,1,3,1,3,../../media/images/wine/03167.png,1
845,"도멘 드 라 슈페트, 부르고뉴 코트도르","Domaine de la Choupette, Bourgogne Cote d'Or",2,750,13.5,1,3,1,4,../../media/images/wine/03168.png,1
846,"도멘 드 라 슈페트, 풀리니 몽라쉐 프리미어 크뤼 '레 가렌느'","Domaine de la Choupette, Puligny Montrachet Premier Cru 'La Garenne'",2,750,14.0,1,3,1,5,../../media/images/wine/03169.png,1
847,"도멘 드 라 슈페트, 풀리니 몽라쉐","Domaine de le Choupette, Puligny Montrachet",2,750,14.0,1,3,1,5,../../media/images/wine/03170.png,1
848,"도멘 아르노 쇼팽, 뉘생 조르쥬 비에이 비뉴","Domaine A. Choupin, Nuit Saint-Georges Vielles Vignes",1,750,13.5,1,3,2,2,../../media/images/wine/03171.png,1
849,"도멘 아르노 쇼팽, 코트 드 뉘 빌라주","Domaine A. Choupin, Cote de Nuits Villages Vielles Vigne",1,750,14.0,1,3,2,2,../../media/images/wine/03172.png,1
850,"뱅상 바슐래, 마랑쥐 프리미에 크뤼 라 퓌씨에르 비에이 비뉴",Vincent Bachelet Maragnes 1er Cru La Fussiere Vieilles Vignes,1,750,14.0,1,3,2,3,../../media/images/wine/03173.png,1
851,"폴 로누아, 샴페인 퀴베 모노크롬","Paul Launois, Champagne Cuvee Monochrome",4,750,12.5,1,4,1,4,../../media/images/wine/03174.png,1
852,"폴 로누아, 샴페인 퀴베 컴포지션","Paul Launois, Champagne Cuvee Composition",4,750,12.5,1,4,1,4,../../media/images/wine/03175.png,1
853,"도멘 마샹 그리오, 샹볼 뮈지니","Domaine Marchant Grillot, Chambolle Musigny",1,750,14.0,1,3,2,3,../../media/images/wine/03176.png,1
854,도멘 푸흐레 샤블리 프리미에크뤼 - 꼬뜨 드 레세,"Domaine Fourrey, Chablis Premire Cru - Cote de Lechet",2,750,13.5,1,4,1,5,../../media/images/wine/03177.png,1
855,"샤또 시몽, 그라브 블랑","Chateau Simon, Graves Blanc",2,750,13.0,1,3,1,4,../../media/images/wine/03178.png,1
856,"샤또 시몽, 퀴베 익셉셔널 소테른","Chateau Simon, Cuvee exceptionalle Sauternes",2,750,15.0,3,3,1,2,../../media/images/wine/03179.png,1
857,샤또 시몽 바르삭,Chateau Simon Barsac,2,750,15.0,3,3,1,2,../../media/images/wine/03180.png,1
858,샤또 샹베르 마뷔제,Chateau Chambert Marbuzet,1,750,14.0,1,4,5,2,../../media/images/wine/03181.png,1
859,샤또 프리외르 드 라 꼬멍드리,Chateau Prieurs de la Commanderie,1,750,13.5,1,3,4,2,../../media/images/wine/03182.png,1
860,샤또 오 플랑타드 블랑,Chateau Haut Plantade Blanc,2,750,13.5,1,3,1,4,../../media/images/wine/03183.png,1
861,샤또 오 플랑타드,Chateau Haut Plantade,1,750,14.0,1,3,3,1,../../media/images/wine/03184.png,1
862,샤또 무브장 바르통,Chateau Mauvesin Barton,1,750,14.0,1,3,4,2,../../media/images/wine/03185.png,1
863,샤또 라요가 뒤보스크 '퀴베 르네상스',Chateau Layauga Duboscq 'Cuvee Renaissance',1,750,13.5,1,3,4,2,../../media/images/wine/03186.png,1
864,샤또 라요가 뒤보스크,Chateau Layauga Duboscq,1,750,13.5,1,3,4,2,../../media/images/wine/03187.png,1
865,샤또 라 노즈,Chateau La Nauze,2,750,13.5,1,3,1,4,../../media/images/wine/03188.png,1
866,도멘 뒤보스크 몽플레지르,Domaine Duboscq Monplaisir,1,750,15.0,1,3,4,2,../../media/images/wine/03189.png,1
867,샴페인 보셰 시그니처 브뤼 by IEMZA,Champagne Bauchet Siagnature Brut by IEMZA,4,750,11.5,1,4,1,4,../../media/images/wine/03190.png,1
868,샴페인 보셰 시그니쳐 브뤼,Champagne Bauchet Signature Brut,4,750,12.0,1,4,1,4,../../media/images/wine/03191.png,1
869,샴페인 보셰 오리진 브뤼,Champagne Bauchet Origine Brut,4,750,13.0,1,4,1,4,../../media/images/wine/03192.png,1
870,"메종 카스텔, 뚜렌느 소비뇽 블랑","Maison Castel, Touraine Sauvignon Blanc",2,750,12.5,1,4,1,3,../../media/images/wine/03193.png,1
871,"메종 카스텔, 3 당주","Maison Castel, Rose d'Anjou",3,750,10.5,1,3,2,2,../../media/images/wine/03194.png,1
872,"메종 카스텔, 보르도 루즈","Maison Castel, Bordeaux Rouge",1,750,15.0,1,3,4,1,../../media/images/wine/03195.png,1
873,샤또 크로젤 보르도,Chateau Clauzel,1,750,14.0,1,3,4,1,../../media/images/wine/03196.png,1
874,샤또 베사먼 보르도,Chateau Verthamon Bordeaux,1,750,14.0,1,3,3,1,../../media/images/wine/03197.png,1
875,"디엠오지, 뫼르소 프르미에 크뤼","DMOG, Meursault Premier Cru",2,750,13.5,1,3,1,5,../../media/images/wine/03198.png,1
876,"디엠오지, 뫼르소","DMOG, Merusault",2,750,13.5,1,3,1,5,../../media/images/wine/03199.png,1
877,"디엠오지, 부르고뉴 오트 코트 드 뉘 샤도네이","DMOG, Bourgogne Hautes Cotes de Nuit Chardonnay",2,750,14.0,1,3,1,4,../../media/images/wine/03200.png,1
878,"크룩, 컬렉션","Krug, Collection",4,750,13.0,1,4,1,3,../../media/images/wine/03201.png,1
879,"크룩, 클로 드 앙보네이","Krug, Clos d'Ambonnay",4,750,13.0,1,4,1,1,../../media/images/wine/03202.png,1
880,"바통 앤 게스띠에, 꼬뜨 드 프로방스 3","Barton & Guestier, Cotes de Provence Rose",3,750,12.5,1,2,2,3,../../media/images/wine/03203.png,1
881,벨테르 메를로 시라,Belterre Merlot Syrah,1,750,14.0,1,3,3,1,../../media/images/wine/03204.png,1
882,"샤토 드 피제이, 보졸레 누보","Chateau de Pizay, Beaujolais Nouveau",1,750,13.0,1,3,2,3,../../media/images/wine/03205.png,1
883,"레미 페부라스, 샤토네프 뒤 파프","Remy Ferbras, Chateauneuf du Pape",1,750,15.0,1,3,3,2,../../media/images/wine/03206.png,1
884,"레미 페부라스, 꼬뜨 뒤 론 빌라쥐 플랑 드 디유","Remy Ferbras, Cotes du Rhone Village Plan de Dieu",1,750,16.0,1,3,3,2,../../media/images/wine/03207.png,1
885,"레미 페부라스, 꼬뜨 뒤 론 루지","Remy Ferbras, Cotes du Rhone Rouge",1,750,15.0,1,3,3,1,../../media/images/wine/03208.png,1
886,"로랑 페리에, 울트라 브륏","Laurent Perrier, Ultra Brut",4,750,12.0,1,4,1,3,../../media/images/wine/03209.png,1
887,"도멘 데 뜨로띠에르, 쉐닌 클레어 드 룬","Domaine des Trottieres, Chenin Clair de Lune",2,750,13.0,1,3,1,1,../../media/images/wine/03210.png,1
888,"도멘 데 뜨로띠에르, 앙쥬","Domaine des Trottieres, Anjou",1,750,13.0,1,3,5,3,../../media/images/wine/03211.png,1
889,"도멘 데 뜨로띠에르, 앙주 샹 데 로즈","Domaine des Trottieres, Anjou Champ des Loges",1,750,12.5,1,3,5,1,../../media/images/wine/03212.png,1
890,"도멘 데 호슈 네브, 크레망 불 드 호쉬","Domaine des Roches Neuves, Cremant Bulles de Roche",4,750,13.0,1,4,1,4,../../media/images/wine/03213.png,1
891,타투 걸 1,Tatoo Girl Red,1,750,14.0,1,3,3,1,../../media/images/wine/01011.png,4
892,"브1&버터, 메를로","Bread&Butter, Merlot",1,750,14.0,1,3,3,1,../../media/images/wine/01012.jpg,4
893,"본테라, 메를로","Bonterra, Merlot",1,750,15.0,1,2,2,1,../../media/images/wine/01013.png,4
894,"오 봉 클리마, 오리건 피노 누아","Au Bon Climat, Oregon Pinot Noir",1,750,14.0,1,4,2,1,../../media/images/wine/01014.png,4
895,"스톨러, 윌라멧 밸리 피노 누아 3","Stoller, Willamette Valley Pinot Noir Rose",1,750,13.0,1,4,2,1,../../media/images/wine/01015.png,4
